Timestamp;Inlet Steam Pressure;Outlet Steam Pressure;X-axis Vibration;Y-axis Vibration;Z-axis Vibration;Bearing Temperature;Inlet Steam Flow;Outlet Steam Flow;Casing Temperature;Inlet Steam Pressure_health;Outlet Steam Pressure_health;X-axis Vibration_health;Y-axis Vibration_health;Z-axis Vibration_health;Bearing Temperature_health;Inlet Steam Flow_health;Outlet Steam Flow_health;Casing Temperature_health;Bearing Wear_health;Pressure Control System Failure_health;Overheating_health;Blade Erosion_health;Misalignment of Rotating Components_health;Debris Accumulation on Blades_health;Turbine_health
29/10/2024 00:10;68,84;90,042;3,21;3,5;2,51;35,05;10,11;9,79;52,02;0,9847;0,4996;1;1;1;1;1;1;0,9328;1;0,7498;0,9028;0,9141;1;1;0,9278
29/10/2024 00:11;68,82;90,0462;3,22;3,51;2,5;35,04;10,09;9,81;51,98;1;0,5015;1;1;1;1;1;1;0,9342;1;0,7507;0,9059;0,9169;1;1;0,9289
29/10/2024 00:12;68,86;90,0504;3,2;3,5;2,5;35,09;10,1;9,81;52;1;0,5004;1;1;1;1;1;1;0,9334;1;0,7502;0,9056;0,9167;1;1;0,9288
29/10/2024 00:13;68,88;90,0546;3,19;3,5;2,5;35,02;10,1;9,79;52,02;1;0,5048;1;1;1;1;1;1;0,9327;1;0,7524;0,9063;0,9175;1;1;0,9294
29/10/2024 00:14;68,91;90,0588;3,19;3,51;2,52;35,04;10,1;9,81;52,03;1;0,5081;1;1;1;1;1;1;0,9322;1;0,754;0,9067;0,918;1;1;0,9298
29/10/2024 00:15;68,98;90,063;3,21;3,51;2,5;35,14;10,12;9,8;52;1;0,4964;1;1;1;1;1;1;0,9332;1;0,7482;0,9049;0,9161;1;1;0,9282
29/10/2024 00:16;68,95;90,0672;3,2;3,5;2,51;34,92;10,1;9,82;51,95;1;0,5028;1;1;1;1;1;1;0,9351;1;0,7514;0,9063;0,9171;1;1;0,9291
29/10/2024 00:17;69,01;90,0714;3,2;3,52;2,5;34,99;10,11;9,8;51,97;1;0,5048;1;1;1;1;1;1;0,9344;1;0,7524;0,9065;0,9175;1;1;0,9294
29/10/2024 00:18;69,09;90,0756;3,2;3,49;2,5;35,1;10,09;9,81;51,93;1;0,4954;1;1;1;1;1;1;0,9356;1;0,7477;0,9052;0,9159;1;1;0,9281
29/10/2024 00:19;69,17;90,0798;3,22;3,5;2,52;34,94;10,11;9,8;51,95;0,9921;0,5014;1;1;1;1;1;1;0,9351;1;0,7507;0,9047;0,9156;1;1;0,9285
29/10/2024 00:20;69,27;90,084;3,19;3,5;2,5;35,04;10,09;9,8;52,02;0,9726;0,5029;1;1;1;1;1;1;0,9328;1;0,7514;0,9014;0,9126;1;1;0,9276
29/10/2024 00:21;69,26;90,0882;3,2;3,51;2,51;35,01;10,1;9,79;52,05;0,9887;0,4891;1;1;1;1;1;1;0,9318;1;0,7445;0,9016;0,913;1;1;0,9265
29/10/2024 00:22;69,29;90,0924;3,21;3,51;2,5;34,96;10,11;9,8;52,12;0,9924;0,4925;1;1;1;1;1;1;0,9293;1;0,7462;0,9024;0,9141;1;1;0,9271
29/10/2024 00:23;69,23;90,0966;3,21;3,51;2,52;34,9;10,11;9,8;51,98;1;0,502;1;1;1;1;1;1;0,934;1;0,751;0,906;0,917;1;1;0,929
29/10/2024 00:24;69,36;90,1008;3,21;3,51;2,51;35,05;10,13;9,79;52,02;0,9968;0,5035;1;1;1;1;1;1;0,9328;1;0,7518;0,9055;0,9167;1;1;0,929
29/10/2024 00:25;69,41;90,105;3,2;3,5;2,51;35,2;10,1;9,8;51,99;0,9928;0,4927;1;1;1;1;1;1;0,9335;1;0,7463;0,9032;0,9142;1;1;0,9273
29/10/2024 00:26;69,43;90,1092;3,21;3,5;2,51;35,12;10,1;9,8;51,95;1;0,4976;1;1;1;1;1;1;0,9349;1;0,7488;0,9054;0,9163;1;1;0,9284
29/10/2024 00:27;69,45;90,1134;3,2;3,51;2,51;35,01;10,09;9,82;52,04;1;0,4948;1;1;1;1;1;1;0,932;1;0,7474;0,9045;0,9158;1;1;0,9279
29/10/2024 00:28;69,39;90,1176;3,21;3,51;2,5;35,02;10,1;9,79;51,98;1;0,5044;1;1;1;1;1;1;0,9339;1;0,7522;0,9064;0,9174;1;1;0,9293
29/10/2024 00:29;69,6;90,1218;3,2;3,51;2,51;35,04;10,1;9,81;52,03;0,9845;0,5036;1;1;1;1;1;1;0,9323;1;0,7518;0,9034;0,9147;1;1;0,9283
29/10/2024 00:30;69,57;90,126;3,21;3,5;2,51;35;10,09;9,8;52,12;1;0,4966;1;1;1;1;1;1;0,9292;1;0,7483;0,9043;0,9161;1;1;0,9281
29/10/2024 00:31;69,62;90,1302;3,21;3,51;2,51;35,01;10,09;9,79;51,98;1;0,5003;1;1;1;1;1;1;0,9341;1;0,7502;0,9057;0,9167;1;1;0,9288
29/10/2024 00:32;69,74;90,1344;3,21;3,51;2,51;35,09;10,1;9,8;51,97;0,9775;0,5016;1;1;1;1;1;1;0,9342;1;0,7508;0,9022;0,9132;1;1;0,9277
29/10/2024 00:33;69,72;90,1386;3,21;3,5;2,51;34,92;10,09;9,8;51,99;0,9971;0,4962;1;1;1;1;1;1;0,9338;1;0,7481;0,9045;0,9156;1;1;0,928
29/10/2024 00:34;69,73;90,1428;3,21;3,51;2,51;35,02;10,11;9,8;51,98;1;0,5014;1;1;1;1;1;1;0,934;1;0,7507;0,9059;0,9169;1;1;0,9289
29/10/2024 00:35;69,82;90,147;3,22;3,5;2,51;35,05;10,12;9,79;51,89;0,9905;0,5037;1;1;1;1;1;1;0,937;1;0,7518;0,9052;0,9157;1;1;0,9288
29/10/2024 00:36;69,9;90,1512;3,21;3,51;2,51;35,04;10,1;9,79;52,04;0,9775;0,5001;1;1;1;1;1;1;0,9321;1;0,75;0,9016;0,9129;1;1;0,9274
29/10/2024 00:37;69,94;90,1554;3,22;3,5;2,51;34,98;10,09;9,81;52,09;0,9751;0,4925;1;1;1;1;1;1;0,9304;1;0,7462;0,8997;0,9113;1;1;0,9262
29/10/2024 00:38;69,91;90,1596;3,21;3,51;2,51;35,06;10,1;9,79;51,96;0,9998;0,5124;1;1;1;1;1;1;0,9348;1;0,7562;0,9078;0,9187;1;1;0,9305
29/10/2024 00:39;70;90,1638;3,21;3,5;2,53;34,9;10,12;9,8;52,05;0,9828;0,4968;1;1;1;1;1;1;0,9317;1;0,7484;0,9019;0,9133;1;1;0,9273
29/10/2024 00:40;70;90,168;3,2;3,5;2,52;34,93;10,1;9,82;52;0,9965;0,5003;1;1;1;1;1;1;0,9334;1;0,7502;0,905;0,9161;1;1;0,9286
29/10/2024 00:41;70,01;90,1722;3,21;3,51;2,52;35;10,09;9,81;52,01;1;0,4956;1;1;1;1;1;1;0,9331;1;0,7478;0,9048;0,9159;1;1;0,9281
29/10/2024 00:42;70,06;90,1764;3,23;3,5;2,51;35,09;10,11;9,78;51,96;1;0,4974;1;1;1;1;1;1;0,9346;1;0,7487;0,9053;0,9162;1;1;0,9284
29/10/2024 00:43;70,17;90,1806;3,21;3,52;2,52;35,06;10,12;9,81;51,93;0,9796;0,5044;1;1;1;1;1;1;0,9357;1;0,7522;0,9033;0,914;1;1;0,9282
29/10/2024 00:44;70,16;90,1848;3,21;3,51;2,52;34,94;10,1;9,81;52,03;0,996;0,4906;1;1;1;1;1;1;0,9323;1;0,7453;0,9032;0,9144;1;1;0,9271
29/10/2024 00:45;70,13;90,189;3,2;3,51;2,51;34,95;10,1;9,81;51,99;1;0,498;1;1;1;1;1;1;0,9336;1;0,749;0,9053;0,9163;1;1;0,9284
29/10/2024 00:46;70,25;90,1932;3,22;3,51;2,51;34,87;10,11;9,8;52,02;0,9928;0,4939;1;1;1;1;1;1;0,9326;1;0,7469;0,9032;0,9144;1;1;0,9274
29/10/2024 00:47;70,34;90,1974;3,2;3,51;2,51;35,04;10,1;9,8;51,96;0,9779;0,5085;1;1;1;1;1;1;0,9346;1;0,7542;0,9035;0,9144;1;1;0,9287
29/10/2024 00:48;70,25;90,2016;3,21;3,51;2,51;35,09;10,11;9,81;51,98;1;0,5085;1;1;1;1;1;1;0,9341;1;0,7542;0,9071;0,9181;1;1;0,9299
29/10/2024 00:49;70,34;90,2058;3,22;3,51;2,52;35,11;10,1;9,81;51,99;1;0,4903;1;1;1;1;1;1;0,9337;1;0,7452;0,904;0,9151;1;1;0,9274
29/10/2024 00:50;70,41;90,21;3,21;3,51;2,53;34,96;10,1;9,79;52,04;0,9928;0,4952;1;1;1;1;1;1;0,9321;1;0,7476;0,9034;0,9147;1;1;0,9276
29/10/2024 00:51;70,45;90,2142;3,21;3,51;2,52;35,12;10,1;9,8;51,98;0,9927;0,5049;1;1;1;1;1;1;0,934;1;0,7525;0,9053;0,9163;1;1;0,929
29/10/2024 00:52;70,45;90,2184;3,22;3,51;2,53;35,08;10,08;9,8;52,01;1;0,4981;1;1;1;1;1;1;0,9329;1;0,7491;0,9052;0,9164;1;1;0,9284
29/10/2024 00:53;70,59;90,2226;3,2;3,51;2,52;34,95;10,08;9,81;51,95;0,974;0,495;1;1;1;1;1;1;0,9349;1;0,7475;0,9006;0,9115;1;1;0,9266
29/10/2024 00:54;70,5;90,2268;3,21;3,5;2,51;35,12;10,1;9,79;52;1;0,4916;1;1;1;1;1;1;0,9332;1;0,7458;0,9041;0,9153;1;1;0,9275
29/10/2024 00:55;70,65;90,231;3,21;3,51;2,53;35,02;10,1;9,79;51,95;0,9794;0,4981;1;1;1;1;1;1;0,935;1;0,749;0,9021;0,9129;1;1;0,9273
29/10/2024 00:56;70,61;90,2352;3,21;3,53;2,53;34,97;10,11;9,81;52,11;1;0,4928;1;1;1;1;1;1;0,9296;1;0,7464;0,9037;0,9155;1;1;0,9276
29/10/2024 00:57;70,69;90,2394;3,21;3,52;2,52;34,99;10,1;9,81;52,09;0,9921;0,4936;1;1;1;1;1;1;0,9303;1;0,7468;0,9027;0,9143;1;1;0,9273
29/10/2024 00:58;70,73;90,2436;3,23;3,51;2,52;35,08;10,11;9,8;51,99;0,9921;0,4999;1;1;1;1;1;1;0,9337;1;0,75;0,9043;0,9153;1;1;0,9283
29/10/2024 00:59;70,68;90,2478;3,22;3,51;2,53;35,1;10,11;9,8;52,01;1;0,4968;1;1;1;1;1;1;0,9332;1;0,7484;0,905;0,9161;1;1;0,9283
29/10/2024 01:00;70,83;90,252;3,21;3,51;2,52;35,13;10,09;9,81;52,06;0,9853;0,5116;1;1;1;1;1;1;0,9314;1;0,7558;0,9047;0,9162;1;1;0,9294
29/10/2024 01:01;70,89;90,2562;3,21;3,52;2,53;35,11;10,1;9,78;52,02;0,9812;0,4954;1;1;1;1;1;1;0,9326;1;0,7477;0,9015;0,9128;1;1;0,927
29/10/2024 01:02;70,92;90,2604;3,22;3,51;2,52;34,96;10,11;9,81;52,02;0,9821;0,4998;1;1;1;1;1;1;0,9327;1;0,7499;0,9024;0,9136;1;1;0,9277
29/10/2024 01:03;70,86;90,2646;3,21;3,51;2,52;35,05;10,09;9,8;51,98;1;0,5015;1;1;1;1;1;1;0,934;1;0,7508;0,9059;0,9169;1;1;0,9289
29/10/2024 01:04;70,91;90,2688;3,22;3,51;2,52;35,02;10,11;9,81;52,01;1;0,4948;1;1;1;1;1;1;0,9329;1;0,7474;0,9046;0,9158;1;1;0,928
29/10/2024 01:05;70,98;90,273;3,22;3,51;2,52;35,03;10,11;9,8;51,98;1;0,4958;1;1;1;1;1;1;0,9341;1;0,7479;0,905;0,916;1;1;0,9281
29/10/2024 01:06;71,01;90,2772;3,23;3,51;2,52;35,11;10,11;9,8;52,09;1;0,4987;1;1;1;1;1;1;0,9302;1;0,7493;0,9048;0,9164;1;1;0,9284
29/10/2024 01:07;71,11;90,2814;3,22;3,51;2,51;35;10,1;9,81;51,98;0,9879;0,5025;1;1;1;1;1;1;0,9339;1;0,7513;0,9041;0,9151;1;1;0,9284
29/10/2024 01:08;71,14;90,2856;3,22;3,52;2,53;35,04;10,08;9,79;52;0,9909;0,4949;1;1;1;1;1;1;0,9334;1;0,7474;0,9032;0,9143;1;1;0,9275
29/10/2024 01:09;71,07;90,2898;3,22;3,51;2,52;35,04;10,09;9,8;51,99;1;0,4891;1;1;1;1;1;1;0,9338;1;0,7445;0,9038;0,9148;1;1;0,9272
29/10/2024 01:10;71,18;90,294;3,22;3,52;2,51;35,14;10,1;9,8;52,03;1;0,4997;1;1;1;1;1;1;0,9324;1;0,7498;0,9054;0,9166;1;1;0,9286
29/10/2024 01:11;71,29;90,2982;3,21;3,52;2,53;34,93;10,11;9,8;52,01;0,9802;0,5056;1;1;1;1;1;1;0,933;1;0,7528;0,9031;0,9143;1;1;0,9284
29/10/2024 01:12;71,32;90,3024;3,22;3,51;2,52;34,95;10,09;9,79;52,04;0,9833;0,4863;1;1;1;1;1;1;0,9321;1;0,7432;0,9003;0,9116;1;1;0,9258
29/10/2024 01:13;71,39;90,3066;3,22;3,52;2,53;35,08;10,09;9,81;51,96;0,9743;0,4991;1;1;1;1;1;1;0,9348;1;0,7495;0,9013;0,9122;1;1;0,9272
29/10/2024 01:14;71,35;90,3108;3,23;3,51;2,53;35,21;10,1;9,8;52;1;0,5003;1;1;1;1;1;1;0,9334;1;0,7501;0,9056;0,9167;1;1;0,9287
29/10/2024 01:15;71,38;90,315;3,22;3,51;2,53;35,23;10,09;9,8;52,06;1;0,4892;1;1;1;1;1;1;0,9315;1;0,7446;0,9034;0,9149;1;1;0,9271
29/10/2024 01:16;71,36;90,3192;3,21;3,51;2,53;35,08;10,09;9,82;52,01;1;0,4939;1;1;1;1;1;1;0,9329;1;0,7469;0,9045;0,9156;1;1;0,9278
29/10/2024 01:17;71,42;90,3234;3,22;3,5;2,53;35,09;10,08;9,81;51,97;0,9972;0,5078;1;1;1;1;1;1;0,9344;1;0,7539;0,9066;0,9175;1;1;0,9297
29/10/2024 01:18;71,44;90,3276;3,23;3,52;2,52;34,92;10,09;9,78;52,06;0,9932;0,5027;1;1;1;1;1;1;0,9312;1;0,7513;0,9045;0,916;1;1;0,9286
29/10/2024 01:19;71,37;90,3318;3,22;3,51;2,52;35,1;10,1;9,79;52,03;1;0,5053;1;1;1;1;1;1;0,9323;1;0,7526;0,9063;0,9175;1;1;0,9294
29/10/2024 01:20;71,47;90,336;3,22;3,51;2,53;34,95;10,1;9,81;51,99;0,989;0,4948;1;1;1;1;1;1;0,9337;1;0,7474;0,9029;0,914;1;1;0,9274
29/10/2024 01:21;71,42;90,3402;3,22;3,51;2,53;35,15;10,1;9,8;52,06;1;0,5032;1;1;1;1;1;1;0,9314;1;0,7516;0,9058;0,9172;1;1;0,9291
29/10/2024 01:22;71,43;90,3444;3,23;3,5;2,53;35,13;10,11;9,8;52,07;1;0,5054;1;1;1;1;1;1;0,931;1;0,7527;0,9061;0,9176;1;1;0,9294
29/10/2024 01:23;71,54;90,3486;3,23;3,51;2,53;35,16;10,09;9,8;52,05;0,9754;0,5012;1;1;1;1;1;1;0,9316;1;0,7506;0,9014;0,9128;1;1;0,9274
29/10/2024 01:24;71,41;90,3528;3,21;3,51;2,52;35,06;10,09;9,79;52,01;1;0,495;1;1;1;1;1;1;0,9329;1;0,7475;0,9046;0,9158;1;1;0,928
29/10/2024 01:25;71,49;90,357;3,23;3,51;2,54;35,17;10,1;9,81;51,94;1;0,5019;1;1;1;1;1;1;0,9352;1;0,751;0,9062;0,917;1;1;0,929
29/10/2024 01:26;71,42;90,3612;3,22;3,52;2,53;35,11;10,1;9,8;52,08;1;0,5048;1;1;1;1;1;1;0,9307;1;0,7524;0,9059;0,9175;1;1;0,9293
29/10/2024 01:27;71,53;90,3654;3,22;3,51;2,54;35,03;10,11;9,8;52,02;0,995;0,4995;1;1;1;1;1;1;0,9327;1;0,7497;0,9045;0,9157;1;1;0,9283
29/10/2024 01:28;71,55;90,3696;3,23;3,51;2,53;35;10,11;9,8;52,01;0,9885;0,495;1;1;1;1;1;1;0,9331;1;0,7475;0,9028;0,9139;1;1;0,9274
29/10/2024 01:29;71,57;90,3738;3,23;3,51;2,53;35,07;10,09;9,78;52,03;0,9882;0,4971;1;1;1;1;1;1;0,9323;1;0,7486;0,9029;0,9142;1;1;0,9276
29/10/2024 01:30;71,52;90,378;3,22;3,51;2,54;35,22;10,11;9,81;51,98;1;0,4959;1;1;1;1;1;1;0,9341;1;0,7479;0,905;0,916;1;1;0,9282
29/10/2024 01:31;71,52;90,3822;3,23;3,52;2,53;34,99;10,1;9,79;52,04;1;0,4962;1;1;1;1;1;1;0,9321;1;0,7481;0,9047;0,916;1;1;0,9281
29/10/2024 01:32;71,55;90,3864;3,22;3,51;2,53;35,17;10,12;9,8;51,89;1;0,4997;1;1;1;1;1;1;0,937;1;0,7499;0,9061;0,9166;1;1;0,9288
29/10/2024 01:33;71,54;90,3906;3,22;3,51;2,53;35,12;10,11;9,79;51,98;1;0,4972;1;1;1;1;1;1;0,9339;1;0,7486;0,9052;0,9162;1;1;0,9283
29/10/2024 01:34;71,55;90,3948;3,24;3,52;2,54;35,16;10,11;9,81;51,96;1;0,5075;1;1;1;1;1;1;0,9347;1;0,7538;0,907;0,9179;1;1;0,9298
29/10/2024 01:35;71,55;90,399;3,23;3,52;2,54;35,1;10,11;9,82;52,05;1;0,5025;1;1;1;1;1;1;0,9318;1;0,7512;0,9057;0,9171;1;1;0,929
29/10/2024 01:36;71,56;90,4032;3,22;3,51;2,53;35,2;10,1;9,8;52;1;0,5026;1;1;1;1;1;1;0,9333;1;0,7513;0,906;0,9171;1;1;0,9291
29/10/2024 01:37;71,56;90,4074;3,22;3,51;2,54;35,08;10,09;9,8;52,04;1;0,4924;1;1;1;1;1;1;0,9321;1;0,7462;0,9041;0,9154;1;1;0,9276
29/10/2024 01:38;71,55;90,4116;3,23;3,51;2,53;35,09;10,09;9,82;52,04;1;0,5009;1;1;1;1;1;1;0,932;1;0,7505;0,9055;0,9168;1;1;0,9288
29/10/2024 01:39;71,63;90,4158;3,23;3,52;2,53;34,93;10,1;9,79;51,97;1;0,5049;1;1;1;1;1;1;0,9344;1;0,7524;0,9065;0,9175;1;1;0,9294
29/10/2024 01:40;71,61;90,42;3,23;3,52;2,54;35,1;10,1;9,81;51,98;1;0,5001;1;1;1;1;1;1;0,934;1;0,75;0,9057;0,9167;1;1;0,9287
29/10/2024 01:41;71,59;90,4242;3,23;3,52;2,54;35,13;10,12;9,8;51,96;1;0,5078;1;1;1;1;1;1;0,9345;1;0,7539;0,9071;0,918;1;1;0,9298
29/10/2024 01:42;71,64;90,4284;3,22;3,51;2,54;35,26;10,11;9,79;52,07;1;0,5021;1;1;1;1;1;1;0,931;1;0,751;0,9055;0,917;1;1;0,9289
29/10/2024 01:43;71,62;90,4326;3,22;3,51;2,53;35,13;10,11;9,81;52,02;1;0,499;1;1;1;1;1;1;0,9326;1;0,7495;0,9053;0,9165;1;1;0,9286
29/10/2024 01:44;71,68;90,4368;3,22;3,53;2,55;35,09;10,1;9,81;52,05;1;0,4928;1;1;1;1;1;1;0,9315;1;0,7464;0,9041;0,9155;1;1;0,9277
29/10/2024 01:45;71,69;90,441;3,22;3,52;2,55;35,06;10,09;9,81;51,96;0,9996;0,4946;1;1;1;1;1;1;0,9347;1;0,7473;0,9048;0,9157;1;1;0,928
29/10/2024 01:46;71,74;90,4452;3,23;3,52;2,54;35,18;10,09;9,79;51,95;0,9854;0,4963;1;1;1;1;1;1;0,935;1;0,7482;0,9028;0,9136;1;1;0,9274
29/10/2024 01:47;71,73;90,4494;3,22;3,51;2,54;35,19;10,09;9,8;51,95;0,9928;0,5035;1;1;1;1;1;1;0,9349;1;0,7518;0,9052;0,9161;1;1;0,9288
29/10/2024 01:48;71,71;90,4536;3,24;3,51;2,54;35,15;10,09;9,8;52;1;0,5047;1;1;1;1;1;1;0,9335;1;0,7524;0,9064;0,9175;1;1;0,9294
29/10/2024 01:49;71,69;90,4578;3,23;3,52;2,55;35,14;10,1;9,82;51,97;1;0,4874;1;1;1;1;1;1;0,9344;1;0,7437;0,9036;0,9146;1;1;0,927
29/10/2024 01:50;71,74;90,462;3,24;3,52;2,54;35,1;10,11;9,8;52,05;1;0,4927;1;1;1;1;1;1;0,9315;1;0,7463;0,904;0,9154;1;1;0,9276
29/10/2024 01:51;71,73;90,4662;3,23;3,52;2,53;34,95;10,11;9,81;52;1;0,5023;1;1;1;1;1;1;0,9332;1;0,7511;0,9059;0,917;1;1;0,929
29/10/2024 01:52;71,78;90,4704;3,23;3,53;2,55;35,08;10,11;9,8;52,01;0,9925;0,4992;1;1;1;1;1;1;0,9329;1;0,7496;0,9041;0,9153;1;1;0,9282
29/10/2024 01:53;71,81;90,4746;3,24;3,52;2,55;35,17;10,09;9,78;52,08;0,9859;0,4986;1;1;1;1;1;1;0,9306;1;0,7493;0,9025;0,9141;1;1;0,9277
29/10/2024 01:54;71,77;90,4788;3,22;3,53;2,54;35,13;10,1;9,82;52,04;1;0,4903;1;1;1;1;1;1;0,9318;1;0,7452;0,9037;0,9151;1;1;0,9273
29/10/2024 01:55;71,77;90,483;3,23;3,52;2,55;35,13;10,1;9,79;52,07;1;0,5105;1;1;1;1;1;1;0,9311;1;0,7552;0,9069;0,9184;1;1;0,9301
29/10/2024 01:56;71,8;90,4872;3,24;3,53;2,54;35,11;10,11;9,8;52,03;1;0,4999;1;1;1;1;1;1;0,9323;1;0,7499;0,9054;0,9166;1;1;0,9287
29/10/2024 01:57;71,85;90,4914;3,23;3,53;2,55;34,98;10,1;9,79;52,01;0,9881;0,49;1;1;1;1;1;1;0,9331;1;0,745;0,9019;0,913;1;1;0,9267
29/10/2024 01:58;71,82;90,4956;3,23;3,52;2,54;35,22;10,11;9,8;51,97;1;0,4992;1;1;1;1;1;1;0,9344;1;0,7496;0,9056;0,9165;1;1;0,9286
29/10/2024 01:59;71,82;90,4998;3,23;3,52;2,54;35,18;10,11;9,8;51,99;1;0,5043;1;1;1;1;1;1;0,9335;1;0,7521;0,9063;0,9174;1;1;0,9293
29/10/2024 02:00;71,78;90,504;3,24;3,52;2,54;35,13;10,1;9,8;51,91;1;0,5006;1;1;1;1;1;1;0,9363;1;0,7503;0,9062;0,9168;1;1;0,9289
29/10/2024 02:01;71,88;90,5082;3,25;3,53;2,54;34,99;10,1;9,81;51,97;0,9905;0,4961;1;1;1;1;1;1;0,9343;1;0,748;0,9035;0,9144;1;1;0,9277
29/10/2024 02:02;71,8;90,5124;3,23;3,53;2,54;35,19;10,1;9,81;52,02;1;0,4992;1;1;1;1;1;1;0,9325;1;0,7496;0,9053;0,9165;1;1;0,9286
29/10/2024 02:03;71,85;90,5166;3,24;3,52;2,54;35,13;10,11;9,81;51,98;1;0,5047;1;1;1;1;1;1;0,9341;1;0,7524;0,9065;0,9175;1;1;0,9294
29/10/2024 02:04;71,87;90,5208;3,23;3,52;2,54;35,14;10,12;9,8;52,01;1;0,5072;1;1;1;1;1;1;0,933;1;0,7536;0,9067;0,9179;1;1;0,9297
29/10/2024 02:05;71,89;90,525;3,23;3,52;2,55;34,98;10,1;9,79;51,93;0,9988;0,4965;1;1;1;1;1;1;0,9357;1;0,7483;0,9052;0,9159;1;1;0,9282
29/10/2024 02:06;71,84;90,5292;3,25;3,52;2,56;35,11;10,1;9,81;51,97;1;0,4973;1;1;1;1;1;1;0,9343;1;0,7486;0,9053;0,9162;1;1;0,9284
29/10/2024 02:07;71,83;90,5334;3,24;3,51;2,55;35,21;10,1;9,8;52,07;1;0,4998;1;1;1;1;1;1;0,9309;1;0,7499;0,9051;0,9166;1;1;0,9286
29/10/2024 02:08;71,94;90,5376;3,24;3,52;2,55;35,13;10,1;9,78;52,01;0,9926;0,4933;1;1;1;1;1;1;0,933;1;0,7467;0,9031;0,9143;1;1;0,9274
29/10/2024 02:09;71,95;90,5418;3,24;3,53;2,55;35,13;10,1;9,81;52;0,9922;0,4959;1;1;1;1;1;1;0,9332;1;0,748;0,9036;0,9147;1;1;0,9277
29/10/2024 02:10;71,96;90,546;3,25;3,52;2,54;34,98;10,1;9,79;52,02;0,9948;0,4962;1;1;1;1;1;1;0,9326;1;0,7481;0,9039;0,9152;1;1;0,9279
29/10/2024 02:11;72;90,5502;3,24;3,52;2,55;35,07;10,09;9,8;51,91;0,9838;0,4993;1;1;1;1;1;1;0,9364;1;0,7496;0,9032;0,9138;1;1;0,9278
29/10/2024 02:12;71,98;90,5544;3,24;3,52;2,55;35,12;10,11;9,79;51,94;0,9917;0,5027;1;1;1;1;1;1;0,9354;1;0,7514;0,905;0,9157;1;1;0,9287
29/10/2024 02:13;71,97;90,5586;3,24;3,52;2,55;35,03;10,1;9,78;51,99;1;0,4997;1;1;1;1;1;1;0,9336;1;0,7499;0,9056;0,9166;1;1;0,9287
29/10/2024 02:14;72,04;90,5628;3,24;3,53;2,55;35,12;10,09;9,79;52,1;0,9807;0,4946;1;1;1;1;1;1;0,9301;1;0,7473;0,9009;0,9126;1;1;0,9268
29/10/2024 02:15;71,92;90,567;3,24;3,53;2,55;35,11;10,12;9,79;51,99;1;0,5009;1;1;1;1;1;1;0,9335;1;0,7505;0,9057;0,9168;1;1;0,9288
